,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank(2020),Closing Rank(2020),Opening Rank(2021),Closing Rank(2021),Opening Rank(2022),Closing Rank(2022),Opening Rank(2023),Closing Rank(2023),Opening Rank(2024),Closing Rank(2024),opening Rank(2025),closing Rank
1087,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),349,349,603,603,446,446,557,557,669,669,597,597
1088,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,897,978,874,1013,960,1091,1030,1167,938,1010,951,1031
1089,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1157,1157,1167,1167,1549,1549,1587,1587,1434,1434,1423,1423
1090,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1500,2099,1626,2591,1898,2685,2064,2718,1648,2303,1595,2065
1091,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3139,3313,3551,4621,3145,3507,3782,4303,3226,4171,3734,4182
1092,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,683,1281,1185,1645,883,1155,1322,1941,1009,1464,1298,1863
1093,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1498,1829,1479,2435,1560,1630,2048,2097,1513,1713,1820,2039
1094,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,370,467,460,580,275,290,388,433,320,411,372,424
1095,National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),805,805,709,709,890,890,928,928,906,1220,911,1212
1096,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,12958,18983,19479,28861,13184,26600,15140,25540,15963,21345,16062,19749
1097,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),7505,7505,28243,28243,22631,22631,19162,19162,24186,24186,24568,24568
1098,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11574,11574,14156,14156,21102,21102,30303,30303,25721,25721,24547,24547
1099,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),20303,20303,42811,42811,23792,23792,29526,29526,21198,21198,22023,22023
1100,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5120,6957,8033,9238,7179,8981,6732,7887,7882,9484,8300,9971
1101,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),4414,4414,12680,12680,7686,7686,6730,6730,9013,9013,8938,8938
1102,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9904,9907,9199,9199,16487,16703,5993,9310,5321,5321,5532,6059
1103,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10249,10249,10177,10177,11326,11326,12758,12758,10926,10926,10980,10980
1104,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,2773,12288,5925,16397,9534,16430,13511,16153,8191,13950,6709,13089
1105,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),22431,22431,22611,22611,17075,17075,24670,24670,22059,23583,22345,23677
1106,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2964,2964,2633,2809,2972,2972,2695,2695,2672,2923,2689,2711
1107,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3560,3773,5547,6147,4896,5731,4840,6808,5434,6260,5640,6089
1108,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5547,5547,11922,13101,12215,12646,8295,8972,12361,12361,13258,13256
1109,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2426,3297,2287,4589,4117,4432,1681,2773,3752,3930,2181,4024
1110,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1482,1588,839,1995,1829,1867,970,1946,1258,1258,1019,1339
1111,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21914,27847,31620,34748,36449,40565,29728,35962,29466,32361,29370,31412
1112,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),24947,24947,39719,39719,35098,35098,29552,29552,32439,32439,33446,33446
1113,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,22580,22580,43132,43132,38556,38556,24959,24959,25956,25956,26322,26322
1114,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7406,7845,11632,12919,12956,13193,9926,12476,10150,10999,10240,10220
1115,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7446,7446,12496,12496,12183,12183,10176,10176,9218,9218,8757,8757
1116,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,10005,10929,16636,24379,16946,19962,17393,17480,14452,14849,13014,14007
1117,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10775,10775,18431,18431,19323,19323,17777,17777,14151,14151,12162,12162
1118,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15475,23732,24861,27356,15609,29479,23027,28794,20228,27416,20431,26992
1119,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),28115,28115,28236,28236,38411,38411,36803,36803,33990,33990,34014,34014
1120,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4803,4837,4683,4818,4479,5224,4976,5286,5137,5137,5123,5134
1121,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6935,7907,8281,8589,9558,9796,9764,10031,10170,10397,10435,10563
1122,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12960,12960,13699,13699,14231,14231,12376,12376,12362,12362,12360,12360
1123,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2060,2060,5177,5177,5026,5026,5275,5275,5287,5567,5275,5858
1124,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1589,1589,2171,2171,1814,1814,1943,1943,1515,1515,1818,1818
1125,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8246,20937,13286,24763,14415,27357,10389,23751,15470,21214,16434,20677
1126,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19194,27648,21770,27364,19245,33023,21135,26499,19402,25677,19231,25720
1127,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,9217,23962,9373,53649,8701,31463,8978,32056,16111,22874,16394,22721
1128,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4562,18059,28105,31265,42502,45654,27885,31780,26831,31441,26564,31353
1129,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4755,6294,5764,8242,7016,8677,6002,7728,5535,7097,5392,6777
1130,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7134,9338,10132,13447,9584,11846,7710,10133,7442,9230,7335,8900
1131,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,198,198,981,981,461,461,512,512,361,361,480,480
1132,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3175,9426,5152,23699,7062,16090,8119,14185,4815,10770,3282,10330
1133,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9330,9834,16890,30378,8229,17544,10198,11150,9899,10042,9919,10001
1134,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3909,20348,2660,17628,5627,18080,9009,17188,1301,43656,6379,38589
1135,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9184,12556,11041,15500,12725,17977,14793,17258,11682,17925,11034,18153
1136,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),17975,22694,20988,23636,22148,27205,23658,26173,21778,27390,21305,27442
1137,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,559,559,621,621,487,487,528,528,963,963,998,998
1138,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),1684,1684,1905,1905,1243,1243,1082,1082,1683,1683,1625,1625
1139,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1989,2140,2128,2391,2565,2779,2627,3070,2795,3123,2865,3164
1140,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4019,4215,4536,4706,4784,4961,4478,4626,4641,4702,4706,4732
1141,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3533,4233,4235,5492,5018,6221,5316,6687,4997,6131,4781,5771
1142,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8243,8978,9547,11458,9760,11502,8729,11136,9181,10413,9310,10086
1143,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1707,2306,2766,3756,2571,3018,2957,3665,3031,3936,3047,3944
1144,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3411,4228,4023,5480,5103,5121,6102,6296,5180,5921,4872,5857
1145,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,737,808,936,1100,747,1026,896,1188,1090,1318,1020,1308
1146,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1510,1524,1706,1729,1440,1565,1910,1955,2063,2253,2030,2298
1147,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21863,28020,28638,39542,31750,40301,24508,34512,27562,36082,28222,36630
1148,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),27154,29330,37094,38850,40076,41673,31345,36557,31117,35414,31047,35046
1149,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),26213,26213,67965,67965,41306,41306,76109,76109,30045,30045,57050,57050
1150,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7588,8295,10939,12947,11289,13637,11106,12584,10467,11853,10133,11466
1151,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8466,8466,13457,13457,11899,11899,12983,12983,11011,11542,10404,11088
1152,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11267,12145,13714,20255,19283,19863,14703,17663,14721,15671,14722,14718
1153,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10628,10628,17854,17854,23069,23069,18493,18493,14575,14575,12556,12556
1154,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,21395,23837,22651,26371,21521,30381,23230,30428,25715,29020,25906,28812
1155,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),24382,30177,32106,34383,34937,36554,29531,35960,36839,39536,38509,40132
1156,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4082,4231,4049,4183,4676,4716,4692,5027,5611,5770,5594,6015
1157,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6802,8260,8577,9365,7922,9675,8209,9652,8210,9971,8210,10154
1158,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12792,12792,13268,13268,12658,12658,13422,13422,12379,12379,12348,12348
1159,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4918,5318,4620,5658,1783,5503,5115,5836,5488,5806,5400,5807
1160,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6406,6406,6502,6502,6877,6877,6684,6684,7665,7665,7628,7628
1161,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1222,2006,1678,1775,1785,1785,2110,2110,1219,1219,1402,1827
